area,country,day,distFromSource,doubtful,hour,latitude,locationName,longitude,minute,month,publish,regionCode,second,sourceCauseCode,sourceEqMagnitude,sourceEventValidity,sourceOceanicTsunami,typeMeasurementId,year,eqMagMb,eqMagMs,intensity,eqDepth,elevation,logrunupHt
HI,USA,17.0,5447.858874,n,19.0,21.3067,"HONOLULU, OAHU, HI",-157.867,42.0,7.0,True,80,23.2,1,7.9,4,True,2,1980,5.8,7.9,8.530885,33.0,0.0,s
SAKHALIN,RUSSIA,2.0,28.505799,n,2.0,46.9,"ZYRYANSKOIE, SAKHALIN",142.0,37.0,8.0,True,86,42.3,1,6.2,4,True,5,2007,5.3,6.2,8.530885,5.0,54.0,s
NJ,USA,11.0,2393.112069,n,14.0,39.355,"ATLANTIC CITY, NJ",-74.4183,14.0,10.0,True,75,42.0,3,7.1,4,True,2,1918,6.88237,8.009683,9.0,15.0,0.0,s
BC,CANADA,11.0,7027.252446,n,5.0,49.153,"TOFINO (CLAYOQUOT),BRITISH COLUMBIA",-125.913,46.0,3.0,True,88,24.1,1,9.1,4,True,2,2011,7.2,8.3,8.530885,29.0,12.0,s
MIYAGI,MALDIVES,26.0,2495.361321,n,0.0,4.189,"HULHUMALE, NORTH MALE",73.535,58.0,12.0,True,60,53.5,1,9.1,4,True,5,2004,7.0,8.8,8.530885,30.0,0.0,m
MIYAGI,WALLIS AND FUTUNA (FRENCH TERRITORY),29.0,656.6904,n,17.0,-14.31175,"VELE, FUTUNA ISLAND",-178.0771,48.0,9.0,True,81,10.9,1,8.1,4,True,5,2009,7.1,8.1,8.530885,18.0,7.0,m
MIYAGI,SPAIN,12.0,9676.780316,n,18.0,28.6778,SANTA CRUZ DE LA PALMA,-17.76795,35.0,8.0,True,73,20.0,1,8.1,4,True,2,2021,6.88237,8.009683,8.530885,48.0,0.0,s
WEST SUMATRA,INDONESIA,25.0,74.264848,n,14.0,-2.815833,SABEU GUNGGUNG,100.057778,42.0,10.0,True,60,22.0,1,7.8,4,True,4,2010,6.5,7.3,8.530885,20.0,8.0,l
CHIBA,JAPAN,4.0,3590.338252,n,5.0,34.9189,MERA,139.825,1.0,2.0,True,85,22.0,1,8.7,4,True,2,1965,7.7,7.8,6.0,30.0,7.0,s
ANTOFAGASTA,CHILE,4.0,10257.15307,n,19.0,-23.0975,MEJILLONES,-70.4508,28.0,3.0,True,89,31.0,1,8.1,4,True,2,2021,6.88237,8.009683,9.0,19.0,0.0,s
MIYAGI,JAPAN,11.0,110.637832,n,5.0,38.378444,"MIYAGI PREFECTURE, TOHOKU REGION",141.11175,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,5.0,m
HI,USA,1.0,3483.132499,n,12.0,22.216,"HANALEI, KAUAI, HI",-159.501,29.0,4.0,True,80,1.3,3,8.6,4,True,5,1946,6.88237,7.3,6.0,15.0,0.0,m
ANCASH,PERU,21.0,186.720695,n,12.0,-10.3261,BALNEARIA TOMBORERO,-78.0531,51.0,2.0,True,89,1.3,1,7.5,4,True,5,1996,5.8,6.6,4.0,10.0,12.0,s
VALPARAISO,CHILE,29.0,9456.918405,n,17.0,-26.283,SAN FELIX,-80.117,48.0,9.0,True,89,10.9,1,8.1,4,True,2,2009,7.1,8.1,8.530885,18.0,0.0,s
ARICA Y PARINACOTA,CHILE,19.0,1287.717703,n,20.0,-18.4758,ARICA,-70.3232,24.0,4.0,True,89,5.0,1,7.1,4,True,2,1955,6.88237,7.1,6.0,30.0,8.0,s
WEST SUMATRA,INDONESIA,25.0,59.701738,n,14.0,-2.95796,MALAKOPA,100.18923,42.0,10.0,True,60,22.0,1,7.8,4,True,4,2010,6.5,7.3,8.530885,20.0,17.0,m
IWATE,JAPAN,27.0,7272.209094,n,5.0,39.35,OTSUCHI,141.917,0.0,1.0,True,85,27.396394,1,9.0,4,True,1,1700,6.88237,9.0,8.530885,26.742663,0.0,m
CA,USA,28.0,3093.107451,n,3.0,37.865,"SAUSALITO, CA",-122.493,36.0,3.0,True,88,16.0,3,9.2,4,True,1,1964,6.88237,8.4,10.0,25.0,6.0,s
HOKKAIDO,JAPAN,11.0,472.477084,n,5.0,42.454056,HOKKAIDO PREFECTURE,141.185667,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,7.0,m
MIYAGI,JAPAN,5.0,151.073542,n,8.0,38.417,ISHINOMAKI,141.267,43.0,11.0,True,85,21.0,1,7.7,4,True,2,1938,6.88237,7.7,8.530885,30.0,0.0,s
CA,USA,29.0,3416.197512,n,6.0,36.605,"MONTEREY, CA",-121.888,15.0,7.0,True,88,47.0,1,8.2,4,True,2,2021,6.88237,8.009683,8.0,32.0,0.0,s
CENTRAL SULAWESI,INDONESIA,28.0,52.64746,n,10.0,-0.73204,PLTU,119.85505,2.0,9.0,True,83,45.3,3,7.5,4,True,4,2018,6.88237,8.009683,9.0,20.0,11.0,l
COQUIMBO,CHILE,16.0,181.719074,n,22.0,-29.960128,COQUIMBO (WM122),-71.33581,54.0,9.0,True,89,32.9,1,8.3,4,True,10,2015,6.88237,8.009683,9.0,22.0,16.0,m
MIYAGI,AUSTRALIA,15.0,1572.424986,n,9.0,-43.4333,"SOUTHPORT JETTY, TASMANIA",146.9748,22.0,7.0,True,81,29.0,1,7.8,4,True,2,2009,6.5,7.7,8.530885,12.0,0.0,s
ISHIKAWA,JAPAN,1.0,6.726933,n,7.0,37.495,JIKETSU 1 (BARBER SHOP),137.3464,10.0,1.0,True,85,9.0,3,7.5,4,True,4,2024,6.9,7.2,9.0,10.0,9.0,l
MIYAGI,MEXICO,19.0,101.692011,n,13.0,18.35,BUCERIAS (LIGHTHOUSE),-103.48,17.0,9.0,True,88,47.3,1,8.0,4,True,1,1985,6.8,8.1,9.0,28.0,149.0,m
MIYAGI,SRI LANKA,26.0,1743.308683,n,0.0,5.94005,KAMBURUGAMA,80.49195,58.0,12.0,True,60,53.5,1,9.1,4,True,4,2004,7.0,8.8,8.530885,30.0,0.0,m
ANCASH,PERU,28.0,2000.87929,n,8.0,-9.083,CHIMBOTE,-78.616,18.0,12.0,True,89,7.4,1,7.8,4,True,2,1966,6.88237,7.8,8.0,47.0,0.0,s
TOKUSHIMA,JAPAN,22.0,17476.95887,n,19.0,33.617,ASAKAWA,134.367,11.0,5.0,True,85,17.0,1,9.5,4,True,1,1960,6.88237,8.5,12.0,33.0,14.0,s
MIYAGI,AUSTRALIA,30.0,1974.773567,n,5.0,-34.4738,PORT KEMBLA,150.9119,23.0,9.0,True,81,34.0,1,7.4,4,True,2,2007,6.88237,8.009683,8.530885,10.0,2.0,s
KAMCHATKA,RUSSIA,4.0,101.754638,n,16.0,52.78,SARANNAIA BAY,158.55,58.0,11.0,True,86,27.9,1,9.0,4,True,1,1952,6.88237,8.5,7.0,22.0,149.0,l
MIYAGI,NEW ZEALAND,1.0,10520.24182,n,23.0,-29.28,"RAOUL ISLAND, BOAT COVE",-177.8944,46.0,4.0,True,81,47.3,1,8.2,4,True,2,2014,6.88237,8.009683,8.0,25.0,0.0,s
MIYAGI,TURKEY,17.0,28.020532,n,0.0,40.6975,DEFNE MAHALLESI,29.64865,1.0,8.0,True,50,39.1,1,7.6,4,True,5,1999,6.3,7.8,10.0,13.0,6.0,m
MIYAZAKI,JAPAN,18.0,58.64317,n,16.0,32.333,MIMITSU,131.617,46.0,11.0,True,85,27.396394,1,7.4,4,True,1,1941,6.88237,7.4,8.530885,10.0,0.0,s
"BONIN IS, TOKYO",JAPAN,5.0,2251.140464,n,21.0,34.067,MIYAKE ISLAND,139.483,12.0,4.0,True,85,35.5,1,7.5,4,True,2,1990,6.5,7.5,4.0,11.0,21.0,s
SOCIETY ISLANDS,FRENCH POLYNESIA,4.0,3036.395327,n,19.0,-16.72216,HUAHINE,-151.0324,28.0,3.0,True,81,31.0,1,8.1,4,True,2,2021,6.88237,8.009683,9.0,19.0,0.0,s
OSAKA,JAPAN,7.0,180.570629,n,4.0,34.333,TANNOWA,135.183,35.0,12.0,True,85,27.396394,1,8.1,4,True,2,1944,6.88237,8.0,8.530885,30.0,16.0,s
HOKKAIDO,JAPAN,11.0,631.592365,n,5.0,43.96,RUMOI,141.68,46.0,3.0,True,85,24.1,1,9.1,4,True,2,2011,7.2,8.3,8.530885,29.0,60.0,s
IWATE,JAPAN,21.0,227.185427,n,2.0,40.16,KUJI,141.78,32.0,3.0,True,85,7.7,1,6.9,4,True,2,1982,6.4,6.7,10.0,44.0,84.0,s
MIYAGI,JAPAN,11.0,124.302502,n,5.0,38.24375,"MIYAGI PREFECTURE, TOHOKU REGION",140.954139,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,7.0,m
MIYAGI,JAPAN,11.0,99.441256,n,5.0,38.421131,"MIYAGI PREFECTURE, TOHOKU REGION",141.246228,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,5.0,l
MIYAGI,JAPAN,11.0,129.033965,n,5.0,38.158583,"MIYAGI PREFECTURE, TOHOKU REGION",140.909806,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,9.0,m
KANAGAWA,JAPAN,29.0,2515.980285,n,23.0,35.283,YOKOSUKA,139.65,24.0,7.0,True,85,52.0,1,8.8,4,True,2,2025,7.0,8.0,8.0,35.0,30.0,s
MIYAGI,JAPAN,11.0,119.553321,n,5.0,38.255278,"MIYAGI PREFECTURE, TOHOKU REGION",141.007722,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,7.0,l
MIYAGI,TONGA,3.0,152.481989,n,15.0,-21.138,NUKUALOFA (NUKUALOFA),-175.1815,26.0,5.0,True,81,40.2,1,8.0,4,True,2,2006,7.2,7.8,7.0,55.0,2.0,s
COQUIMBO,CHILE,16.0,181.877642,n,22.0,-29.962202,RUTA 5 ROAD,-71.313953,54.0,9.0,True,89,32.9,1,8.3,4,True,5,2015,6.88237,8.009683,9.0,22.0,5.0,l
CHIBA,JAPAN,29.0,200.845029,n,9.0,34.9189,MERA,139.825,22.0,2.0,True,85,59.8,1,7.4,4,True,2,1972,6.3,7.2,10.0,56.0,7.0,s
ANTOFAGASTA,CHILE,10.0,177.24992,n,0.0,-23.1,MEJILLONES,-70.45,59.0,5.0,True,89,27.396394,1,8.3,4,True,1,1877,6.88237,8.3,11.0,40.0,7.0,l
HI,USA,20.0,2725.499726,n,10.267355,20.85,"HONOMANU, MAUI, HI",-156.17,36.035092,1.0,True,80,27.396394,1,8.30368,3,True,1,1878,6.88237,8.009683,8.530885,26.742663,293.0,m
SOCIETY ISLANDS,FRENCH POLYNESIA,11.0,9406.73612,n,5.0,-17.52405,"ARUE 1, TAHITI",-149.52049,46.0,3.0,True,81,24.1,1,9.1,4,True,5,2011,7.2,8.3,8.530885,29.0,9.0,s
KYOTO,JAPAN,16.0,495.300947,n,4.0,35.45,MAIZURU (SUIROBU),135.317,1.0,6.0,True,85,44.3,1,7.5,4,True,2,1964,6.88237,8.009683,5.0,40.0,10.0,s
HI,USA TERRITORY,29.0,3575.354054,n,17.0,16.7363,JOHNSTON ISLAND,-169.5283,48.0,9.0,True,80,10.9,1,8.1,4,True,2,2009,7.1,8.1,8.530885,18.0,3.0,s
MARQUESAS ISLANDS,FRENCH POLYNESIA,1.0,7299.139514,n,12.0,-9.45077,"HAKATAO, UA POU, MARQUESAS IS.",-140.08563,29.0,4.0,True,81,1.3,3,8.6,4,True,5,1946,6.88237,7.3,6.0,15.0,9.0,l
IBARAKI,JAPAN,11.0,234.630254,n,5.0,36.655189,"IBARAKI PREFECTURE, KANTO REGION",140.701783,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,5.0,l
HI,USA,22.0,10977.2333,n,19.0,21.277,"WAIKIKI BEACH, OAHU, HI",-157.827,11.0,5.0,True,80,17.0,1,9.5,4,True,5,1960,6.88237,8.5,12.0,33.0,31.0,m
MIYAGI,JAPAN,11.0,105.803195,n,5.0,38.372472,"MIYAGI PREFECTURE, TOHOKU REGION",141.166667,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,11.0,l
HOKKAIDO,JAPAN,11.0,488.137638,n,5.0,42.520167,HOKKAIDO PREFECTURE,140.775389,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,3.0,m
AOMORI,JAPAN,11.0,282.353814,n,5.0,40.730389,"AOMORI PREFECTURE, TOHOKU REGION",141.418611,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,10.0,l
GALAPAGOS ISLANDS,ECUADOR,11.0,13305.31111,n,5.0,-0.795567,"PUERTO GRANDE, SAN CRISTOBAL ISLAND",-89.470183,46.0,3.0,True,89,24.1,1,9.1,4,True,5,2011,7.2,8.3,8.530885,29.0,7.0,m
MIYAGI,JAPAN,11.0,134.254594,n,5.0,37.986222,"MIYAGI PREFECTURE, TOHOKU REGION",140.892917,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,7.0,m
AS,USA TERRITORY,29.0,208.923835,n,17.0,-14.26789,"FAGAITUA, TUTUILA ISLAND",-170.61413,48.0,9.0,True,81,10.9,1,8.1,4,True,4,2009,7.1,8.1,8.530885,18.0,19.0,m
IWATE,JAPAN,11.0,131.283543,n,5.0,39.444444,"IWATE PREFECTURE, TOHOKU REGION",142.006889,46.0,3.0,True,85,24.1,1,9.1,4,True,5,2011,7.2,8.3,8.530885,29.0,12.0,l
IWATE,JAPAN,11.0,148.211984,n,5.0,39.589685,"IWATE PREFECTURE, TOHOKU REGION",141.945626,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,18.0,l
MIYAGI,AUSTRALIA,29.0,7.663152,n,10.267355,-12.392,POINT CHARLES,130.63,36.035092,1.0,True,60,27.396394,1,8.30368,1,True,1,1899,6.88237,8.009683,8.530885,26.742663,19.0,m
HOKKAIDO,JAPAN,6.0,145.131904,n,13.0,45.41,WAKKANAI,141.69,37.0,9.0,True,85,10.8,1,5.5,4,True,2,1971,6.1,5.5,8.530885,29.0,0.0,s
IWATE,JAPAN,13.0,886.064184,n,5.0,39.35,AKAHAMA,141.933,17.0,10.0,True,85,53.4,1,8.5,4,True,1,1963,7.7,8.1,9.0,13.0,0.0,s
TSHIBA,JAPAN,11.0,323.928089,n,5.0,35.702372,"TSHIBA PREFECTURE, KANTO REGION",140.705628,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,7.0,l
ICA,PERU,15.0,57.42691,n,23.0,-13.75518,SAN ANDRES / PISCO AIRPORT,-76.23002,40.0,8.0,True,89,57.8,1,8.0,4,True,5,2007,6.7,7.9,8.0,39.0,11.0,m
COQUIMBO,CHILE,16.0,181.491226,n,22.0,-29.962816,COQUIMBO (WM648),-71.332001,54.0,9.0,True,89,32.9,1,8.3,4,True,10,2015,6.88237,8.009683,9.0,22.0,18.0,s
ACEH,INDONESIA,26.0,260.475912,n,0.0,5.551,"CENTER OF BANDA ACEH, SUMATRA",95.307,58.0,12.0,True,60,53.5,1,9.1,4,True,4,2004,7.0,8.8,8.530885,30.0,10.0,l
CA,USA,3.0,8425.795278,n,15.0,32.867,"LA JOLLA, CA",-117.257,26.0,5.0,True,88,40.2,1,8.0,4,True,2,2006,7.2,7.8,7.0,55.0,0.0,s
IWATE,JAPAN,11.0,101.353744,n,5.0,39.064056,"IWATE PREFECTURE, TOHOKU REGION",141.741222,46.0,3.0,True,85,24.1,1,9.1,4,True,5,2011,7.2,8.3,8.530885,29.0,10.0,l
AICHI,JAPAN,12.0,29.567562,n,18.0,34.85,TAKETOYO,136.933,38.0,1.0,True,85,27.396394,1,7.1,4,True,2,1945,6.88237,7.1,8.530885,26.742663,7.0,s
MIYAGI,NEW CALEDONIA,22.0,1819.511692,n,12.0,-22.2466,NOUMEA,166.4116,8.0,6.0,True,82,33.4,1,7.2,4,True,2,1977,7.2,7.2,4.0,65.0,0.0,s
LOS RIOS,CHILE,19.0,9300.070511,n,18.0,-39.8783,CORRAL,-73.4228,17.0,3.0,True,89,40.9,1,7.6,4,True,2,2009,7.0,7.6,8.530885,34.0,0.0,s
MIYAGI,KIRIBATI,9.0,6030.508558,n,14.0,-2.817,"KANTON ISLAND, PHOENIX ISLANDS",-171.717,22.0,3.0,True,81,31.9,1,8.6,4,True,2,1957,6.88237,9.1,8.530885,33.0,0.0,s
MIYAGI,SRI LANKA,26.0,1829.306409,n,0.0,6.828643,WEDIKANDA,79.862904,58.0,12.0,True,60,53.5,1,9.1,4,True,4,2004,7.0,8.8,8.530885,30.0,6.0,m
ATACAMA,CHILE,15.0,15605.45627,n,11.0,-27.0644,CALDERA,-70.8247,14.0,11.0,True,89,13.5,1,8.3,4,True,2,2006,6.5,7.8,8.530885,10.0,0.0,s
MIYAGI,KIRIBATI,29.0,2515.213482,n,17.0,1.984,"CHRISTMAS ISLAND, LINE ISLANDS",-157.473,48.0,9.0,True,81,10.9,1,8.1,4,True,2,2009,7.1,8.1,8.530885,18.0,0.0,s
MIYAGI,SOMALIA,26.0,5030.308952,n,0.0,11.28567,BARGAAL,51.07848,58.0,12.0,True,60,53.5,1,9.1,4,True,5,2004,7.0,8.8,8.530885,30.0,12.0,l
AK,USA,16.0,2623.238613,n,0.0,52.83,"ATTU, MASSACRE BAY, AK",173.2,48.0,5.0,True,87,55.4,1,8.2,4,True,2,1968,6.88237,8.009683,6.0,7.0,0.0,s
WA,USA,29.0,5236.972112,n,23.0,48.101,"PORT TOWNSEND, WA",-122.758,24.0,7.0,True,88,52.0,1,8.8,4,True,2,2025,7.0,8.0,8.0,35.0,0.0,s
HI,USA TERRITORY,6.0,3517.732323,n,22.0,28.215,MIDWAY ISLANDS,-177.361,58.0,11.0,True,80,8.6,1,8.3,4,True,2,1958,6.88237,8.009683,10.0,40.0,0.0,s
AK,USA,16.0,11397.81372,n,22.0,56.246611,"PORT ALEXANDER, AK",-134.647694,54.0,9.0,True,87,32.9,1,8.3,4,True,2,2015,6.88237,8.009683,9.0,22.0,3.0,s
MIYAGI,OMAN,26.0,4788.482524,n,0.0,17.033617,TAQAH,54.403883,58.0,12.0,True,60,53.5,1,9.1,4,True,5,2004,7.0,8.8,8.530885,30.0,5.0,m
HI,USA,7.0,5437.627354,n,22.0,21.3067,"HONOLULU, OAHU, HI",-157.867,3.0,10.0,True,80,14.4,1,7.6,4,True,2,2009,6.4,7.3,8.530885,45.0,0.0,s
MIYAGI,MADAGASCAR,26.0,5926.008433,n,0.0,-22.14718,MANAKARA BE,48.02309,58.0,12.0,True,60,53.5,1,9.1,4,True,5,2004,7.0,8.8,8.530885,30.0,5.0,m
MIYAGI,THAILAND,26.0,790.316361,n,0.0,9.946,BAN PAK NAM FISHERING PORT,98.598,58.0,12.0,True,60,53.5,1,9.1,4,True,5,2004,7.0,8.8,8.530885,30.0,11.0,m
WA,USA,28.0,2005.915301,n,3.0,48.367,"NEAH BAY, WA",-124.612,36.0,3.0,True,88,16.0,3,9.2,4,True,2,1964,6.88237,8.4,10.0,25.0,0.0,s
HOKKAIDO,JAPAN,22.0,17091.3477,n,19.0,43.2,OSHORO,140.867,11.0,5.0,True,85,17.0,1,9.5,4,True,2,1960,6.88237,8.5,12.0,33.0,19.0,s
KOCHI,JAPAN,18.0,239.497924,n,16.0,33.267,MUROTOMISAKI,134.167,46.0,11.0,True,85,27.396394,1,7.4,4,True,2,1941,6.88237,7.4,8.530885,10.0,95.0,s
CA,USA,11.0,7579.066356,n,5.0,41.547,"KLAMATH RIVER, CA",-124.083,46.0,3.0,True,88,24.1,1,9.1,4,True,1,2011,7.2,8.3,8.530885,29.0,0.0,m
SHIZUOKA,JAPAN,5.0,228.76966,n,14.0,34.617,IROZAKI,138.85,57.0,9.0,True,85,18.6,1,7.4,4,True,2,2004,6.2,7.1,8.530885,10.0,81.0,s
KANAGAWA,JAPAN,1.0,23.238981,n,2.0,35.309,KATASE,139.483,58.0,9.0,True,85,37.0,1,7.9,4,True,1,1923,6.88237,7.9,8.530885,35.0,7.0,m
HI,USA,11.0,5980.941154,n,5.0,21.278808,"KAWAIKUI BEACH PARK, OAHU, HI",-157.745109,46.0,3.0,True,80,24.1,1,9.1,4,True,5,2011,7.2,8.3,8.530885,29.0,0.0,m
MIYAGI,NEW CALEDONIA,5.0,331.529066,n,4.0,-21.61381,THIO,166.24153,18.0,12.0,True,82,42.0,1,7.5,4,True,2,2018,6.88237,8.009683,8.530885,10.0,3.0,s
HOKKAIDO,JAPAN,11.0,496.120266,n,5.0,42.580667,HOKKAIDO PREFECTURE,140.710278,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,0.0,m
COQUIMBO,CHILE,16.0,146.878434,n,22.0,-30.25722,TONGOY,-71.49495,54.0,9.0,True,89,32.9,1,8.3,4,True,5,2015,6.88237,8.009683,9.0,22.0,16.0,l
HI,USA,5.0,5001.147647,n,11.0,21.3067,"HONOLULU, OAHU, HI",-157.867,26.0,12.0,True,80,54.6,1,7.8,4,True,2,1997,6.3,7.6,7.0,33.0,0.0,s
MIYAGI,SOLOMON ISLANDS,15.0,6240.229645,n,11.0,-9.429,"HONIARA, GUADALCANAL",159.955,14.0,11.0,True,82,13.5,1,8.3,4,True,2,2006,6.5,7.8,8.530885,10.0,0.0,s
AOMORI,JAPAN,11.0,270.343535,n,5.0,40.625267,"AOMORI PREFECTURE, TOHOKU REGION",141.452992,46.0,3.0,True,85,24.1,1,9.1,4,True,5,2011,7.2,8.3,8.530885,29.0,9.0,l
CA,USA,28.0,3239.957617,n,3.0,36.618,"PACIFIC GROVE, CA",-121.917,36.0,3.0,True,88,16.0,3,9.2,4,True,1,1964,6.88237,8.4,10.0,25.0,53.0,s
CA,USA,28.0,3086.307031,n,3.0,37.962,"SAN PABLO, CA",-122.419,36.0,3.0,True,88,16.0,3,9.2,4,True,1,1964,6.88237,8.4,10.0,25.0,11.0,s
HI,USA,17.0,10567.22999,n,0.0,19.733,"HILO, HAWAII, HI",-155.067,40.0,8.0,True,80,27.396394,1,8.2,3,True,1,1906,6.88237,8.4,11.0,25.0,0.0,m
MIYAGI,AUSTRALIA,4.0,1435.40004,n,19.0,-29.058,NORFOLK ISLAND,167.955,28.0,3.0,True,81,31.0,1,8.1,4,True,1,2021,6.88237,8.009683,9.0,19.0,3.0,s
IWATE,JAPAN,22.0,17049.15585,n,19.0,39.633,UISO,141.033,11.0,5.0,True,85,17.0,1,9.5,4,True,1,1960,6.88237,8.5,12.0,33.0,460.0,m
KAMCHATKA,RUSSIA,4.0,112.544539,n,16.0,52.61,"ZHIROVAIA BAY, E KAMCHATKA",158.41,58.0,11.0,True,86,27.9,1,9.0,4,True,1,1952,6.88237,8.5,7.0,22.0,12.0,l
HI,USA,26.0,6073.819716,n,1.0,21.3067,"HONOLULU, OAHU, HI",-157.867,23.0,7.0,True,80,21.3,1,7.9,4,True,2,1971,6.3,7.9,6.0,48.0,0.0,s
IWATE,JAPAN,11.0,132.361052,n,5.0,39.453861,"IWATE PREFECTURE, TOHOKU REGION",142.003861,46.0,3.0,True,85,24.1,1,9.1,4,True,5,2011,7.2,8.3,8.530885,29.0,11.0,l
MIYAGI,SEYCHELLES,26.0,4587.46288,n,0.0,-4.78065,"ANSE FORBANS, MAHE ISLAND",55.523283,58.0,12.0,True,60,53.5,1,9.1,4,True,5,2004,7.0,8.8,8.530885,30.0,0.0,m
MIYAGI,JAPAN,25.0,1005.765128,n,17.0,30.55,"D21413, SE TOKYO, JAPAN",152.117,10.0,10.0,True,85,19.7,1,7.1,4,True,3,2013,6.88237,8.009683,6.0,35.0,23.26321213620249,s
HOKKAIDO,JAPAN,26.0,223.945937,n,2.0,41.783,YAMASEDOMARIGYOKO,141.117,59.0,5.0,True,85,59.6,1,7.8,4,True,2,1983,6.8,7.7,8.0,24.0,0.0,s
MIYAGI,TURKEY,30.0,27.793773,n,11.0,38.168,AKARCA (A13),26.8079,51.0,10.0,True,50,27.0,1,7.0,4,True,5,2020,6.88237,8.009683,8.0,21.0,5.0,s
MIYAGI,SOLOMON ISLANDS,1.0,63.28038,n,20.0,-8.09347,"SUAVA, RANONGGA ISLAND",156.60293,39.0,4.0,True,82,56.3,1,8.1,4,True,5,2007,6.8,7.9,8.530885,24.0,0.0,s
WAKAYAMA,JAPAN,23.0,236.233427,n,0.0,33.733,TANABE,135.367,46.0,12.0,True,85,27.396394,1,8.3,4,True,1,1854,6.88237,8.3,8.530885,26.742663,5.0,m
COQUIMBO,CHILE,16.0,181.589924,n,22.0,-29.961435,COQUIMBO (WM509),-71.335021,54.0,9.0,True,89,32.9,1,8.3,4,True,10,2015,6.88237,8.009683,9.0,22.0,19.0,m
MIYAGI,JAPAN,11.0,96.996642,n,5.0,38.910583,"MIYAGI PREFECTURE, TOHOKU REGION",141.580194,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,14.0,l
ACEH,INDONESIA,28.0,18.193031,n,16.0,2.10617,"PULAU TUANGKU, BANYAK ISLANDS",97.27018,9.0,3.0,True,60,36.5,1,8.6,4,True,5,2005,7.2,8.4,8.530885,30.0,7.0,m
MIYAGI,JAPAN,11.0,126.305734,n,5.0,38.209047,"MIYAGI PREFECTURE, TOHOKU REGION",140.9343,46.0,3.0,True,85,24.1,1,9.1,4,True,5,2011,7.2,8.3,8.530885,29.0,8.0,m
COQUIMBO,CHILE,16.0,182.479529,n,22.0,-29.953189,COQUIMBO (WM588),-71.335614,54.0,9.0,True,89,32.9,1,8.3,4,True,10,2015,6.88237,8.009683,9.0,22.0,0.0,m
IBARAKI,JAPAN,11.0,252.745575,n,5.0,36.4975,"IBARAKI PREFECTURE, KANTO REGION",140.623444,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,6.0,l
HI,USA,22.0,11174.55149,n,19.0,21.955,"WAIMEA, KAUAI, HI",-159.669,11.0,5.0,True,80,17.0,1,9.5,4,True,5,1960,6.88237,8.5,12.0,33.0,10.0,m
COQUIMBO,CHILE,16.0,183.106293,n,22.0,-29.953258,COQUIMBO (WM166),-71.300093,54.0,9.0,True,89,32.9,1,8.3,4,True,10,2015,6.88237,8.009683,9.0,22.0,13.0,s
TOYAMA,JAPAN,26.0,441.263345,n,2.0,36.767,TOYAMA,137.233,59.0,5.0,True,85,59.6,1,7.8,4,True,2,1983,6.8,7.7,8.0,24.0,0.0,s
PR,USA TERRITORY,11.0,37.76744,n,14.0,18.367,PUNTA HIGUERO,-67.267,14.0,10.0,True,74,42.0,3,7.1,4,True,1,1918,6.88237,8.009683,9.0,15.0,51.0,l
TSHIBA,JAPAN,11.0,323.560593,n,5.0,35.694311,"TSHIBA PREFECTURE, KANTO REGION",140.734506,46.0,3.0,True,85,24.1,1,9.1,4,True,4,2011,7.2,8.3,8.530885,29.0,8.0,m
MARQUESAS ISLANDS,FRENCH POLYNESIA,11.0,9590.263933,n,5.0,-9.43438,"HOHOI 2, UA POU",-140.04585,46.0,3.0,True,81,24.1,1,9.1,4,True,5,2011,7.2,8.3,8.530885,29.0,6.0,m
CA,USA,23.0,7912.488077,n,20.0,37.997,"POINT REYES, CA",-122.975,33.0,6.0,True,88,14.1,1,8.4,4,True,2,2001,6.7,8.2,8.0,33.0,0.0,s
CA,USA,27.0,9045.29406,n,6.0,33.7164,"SUNSET, CA",-118.069,34.0,2.0,True,88,11.5,1,8.8,4,True,1,2010,7.2,8.5,9.0,22.0,9.0,s
